Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,ManagerID,TerminationDate
Jennifer Cruz,31,No,Travel_Rarely,Research & Development,24,3,Medical,1252,3,Female,2,Healthcare Representative,1,Single,6812,1,No,3,2,0,2,3,10,1,1116,
Erin Reyes,59,No,Travel_Rarely,Sales,3,3,Life Sciences,1254,3,Female,2,Sales Executive,4,Single,5171,5,No,3,4,0,2,3,6,0,1282,
William Jones,43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1255,3,Male,1,Research Director,4,Married,19740,3,No,3,2,1,2,3,8,0,1892,
Michael Cook,49,No,Travel_Rarely,Research & Development,4,2,Medical,1256,1,Male,2,Manager,3,Married,18711,2,No,3,3,1,2,4,1,0,84,
David Simmons,36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,1257,3,Male,3,Research Scientist,2,Married,3692,1,No,3,3,0,2,2,11,0,253,
Bruce Morrow,48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1258,4,Male,4,Laboratory Technician,2,Single,2559,5,No,3,3,0,4,2,1,0,546,
Daniel Yates,27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1259,1,Male,3,Research Scientist,3,Divorced,2517,1,No,3,2,3,2,3,5,0,429,
Glen Fowler,29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1260,3,Male,3,Healthcare Representative,4,Divorced,6623,1,Yes,3,2,2,2,3,6,1,809,
David Fisher,48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1263,4,Male,2,Research Director,4,Single,18265,6,No,3,3,0,3,4,1,0,1595,
Janice Phillips,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1264,4,Female,2,Research Director,4,Divorced,16124,3,No,3,2,2,2,2,7,1,444,
Jacqueline Henderson,34,Yes,Travel_Rarely,Research & Development,20,3,Technical Degree,1265,3,Female,4,Research Scientist,3,Married,2585,0,No,3,4,0,5,2,1,0,549,2024-07-24
Willie Villarreal,44,No,Travel_Rarely,Sales,5,3,Marketing,1267,2,Male,3,Manager,2,Married,18213,7,No,3,3,1,5,3,22,3,1124,
Bradley West,33,No,Travel_Rarely,Sales,10,5,Marketing,1268,4,Male,4,Sales Executive,3,Divorced,8380,0,Yes,3,4,2,3,3,9,0,1578,
Sheryl Clayton,19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1269,2,Female,4,Research Scientist,4,Single,2994,1,Yes,3,4,0,2,3,1,0,1256,
Timothy Thornton,23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1270,4,Male,3,Research Scientist,3,Married,1223,1,No,4,4,1,2,3,1,0,1201,
Eric Newman,25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,1273,3,Male,1,Sales Representative,4,Single,1118,1,Yes,3,4,0,4,3,1,1,1048,2021-07-11
Gregory Lloyd,26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1275,3,Male,3,Research Scientist,4,Single,2875,1,Yes,4,2,0,2,2,8,2,905,
Jennifer Taylor,45,Yes,Travel_Rarely,Sales,2,3,Marketing,1277,1,Female,1,Manager,2,Single,18824,2,Yes,3,1,0,2,3,24,1,1824,2025-12-16
Rodney Pena,55,No,Non-Travel,Research & Development,8,1,Medical,1278,4,Male,2,Healthcare Representative,2,Divorced,13577,1,Yes,3,4,1,3,3,33,15,582,
Carol Contreras,21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1279,1,Female,2,Laboratory Technician,3,Single,2625,1,No,4,3,0,2,1,2,2,664,2023-09-09
Tiffany Lucas,46,No,Travel_Rarely,Sales,4,2,Marketing,1280,4,Female,2,Manager,2,Married,18789,2,No,3,3,1,2,3,11,0,1527,
Katherine Jackson,34,Yes,Travel_Rarely,Sales,2,3,Marketing,1281,3,Female,3,Sales Executive,1,Single,4538,0,Yes,3,4,0,3,3,3,0,981,2024-02-14
James Orozco,51,No,Travel_Frequently,Sales,9,3,Life Sciences,1282,4,Male,3,Manager,2,Divorced,19847,4,Yes,4,1,1,5,2,29,11,1029,
James Flynn,59,No,Travel_Rarely,Research & Development,18,4,Medical,1283,4,Male,3,Manufacturing Director,4,Single,10512,6,No,3,4,0,6,2,9,5,505,
Katie Green,34,No,Travel_Frequently,Research & Development,19,3,Medical,1285,3,Female,3,Laboratory Technician,2,Divorced,4444,4,No,3,3,2,2,4,11,5,429,
Joseph Sherman,28,No,Travel_Frequently,Research & Development,1,4,Medical,1286,4,Male,3,Laboratory Technician,3,Single,2154,0,Yes,3,3,0,2,2,4,0,264,
Joshua Maxwell,44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1288,3,Male,4,Manager,1,Divorced,19190,1,No,3,4,2,4,2,25,14,1665,
Larry Potter,34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,1289,3,Male,2,Human Resources,2,Married,4490,4,No,3,4,2,5,4,10,1,731,
Devin Rodriguez,35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1291,3,Male,3,Research Scientist,3,Married,3506,0,Yes,3,4,0,3,3,3,2,569,
Amy King,42,No,Travel_Rarely,Research & Development,7,4,Medical,1292,2,Female,4,Research Scientist,2,Married,2372,6,Yes,3,4,0,2,3,1,0,264,
Michelle Kelly,43,No,Travel_Rarely,Sales,4,4,Marketing,1293,4,Female,2,Sales Executive,4,Single,10231,3,No,3,4,0,3,4,21,15,1740,
Deborah Wong,36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1294,3,Female,3,Manufacturing Director,2,Single,5410,9,Yes,3,4,0,2,3,16,5,1786,
Angela Church,44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1295,1,Female,3,Healthcare Representative,4,Married,7978,1,No,3,4,1,2,3,10,0,1595,2021-03-18
Kyle Perry,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1296,4,Male,2,Laboratory Technician,4,Married,3867,1,Yes,3,2,1,2,3,2,2,376,
Sara Murphy,51,No,Travel_Frequently,Research & Development,6,2,Medical,1297,2,Female,2,Laboratory Technician,3,Single,2838,0,No,3,2,0,6,2,7,7,381,
Kimberly Clark,30,No,Non-Travel,Research & Development,9,2,Medical,1298,3,Female,3,Manufacturing Director,3,Single,4695,7,Yes,3,3,0,3,3,8,1,428,
Rebecca Hansen,29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,1299,2,Female,3,Laboratory Technician,3,Divorced,3339,3,Yes,3,1,2,2,3,7,7,1677,2023-02-03
Willie Chandler,28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1301,4,Male,3,Research Scientist,1,Single,2080,2,No,3,2,0,2,2,3,1,1109,
Katelyn Huynh,25,No,Travel_Rarely,Research & Development,1,3,Medical,1303,4,Female,3,Research Scientist,2,Single,2096,1,No,3,4,0,3,2,2,2,531,
Stephen Fernandez,32,No,Travel_Rarely,Sales,8,3,Medical,1304,3,Male,4,Sales Executive,4,Married,6209,1,No,3,3,2,4,4,10,0,1676,
Stephanie Landry,45,No,Travel_Frequently,Research & Development,25,3,Medical,1306,2,Female,3,Manager,2,Single,18061,3,No,4,3,0,4,3,0,0,1307,
Katie Crawford,39,No,Travel_Rarely,Research & Development,13,4,Medical,1307,3,Female,2,Manager,2,Divorced,17123,6,Yes,3,4,2,4,3,19,15,546,
Sean Reeves,58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1308,1,Male,3,Research Scientist,3,Divorced,2372,1,No,3,4,2,3,3,2,2,259,
Edward Santana,32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1309,4,Male,3,Laboratory Technician,3,Married,4883,1,No,3,1,1,3,3,10,1,2031,2023-05-10
Derek Maddox,39,Yes,Travel_Rarely,Research & Development,23,3,Medical,1310,3,Male,3,Research Scientist,1,Single,3904,0,No,3,1,0,2,3,5,0,381,2021-12-14
Kelsey Brown,30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1311,1,Female,2,Laboratory Technician,4,Married,4627,0,No,3,1,1,6,3,9,6,546,
Angelica Patel,36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1312,4,Female,3,Healthcare Representative,3,Married,7094,3,No,3,1,0,0,3,7,1,429,
Gina Hudson,46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,1314,4,Female,3,Human Resources,1,Single,3423,6,No,3,3,0,3,4,7,5,1338,
Alexis Rodriguez,28,No,Non-Travel,Research & Development,1,3,Life Sciences,1315,3,Female,1,Laboratory Technician,4,Married,6674,0,No,3,1,3,6,3,9,7,376,
Brittney Flores,50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1317,4,Female,3,Research Director,1,Married,16880,4,Yes,3,2,0,2,3,3,1,549,
Curtis Anthony,40,Yes,Travel_Rarely,Sales,25,4,Marketing,1318,4,Male,2,Sales Executive,2,Single,9094,2,Yes,3,3,0,2,3,5,1,23,2023-08-12
Sean Perez,52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1319,2,Male,3,Sales Executive,2,Single,8446,9,Yes,3,3,0,2,2,8,7,1740,2021-12-28
Melissa Miranda,30,No,Travel_Rarely,Research & Development,17,4,Medical,1321,2,Female,3,Manager,1,Married,11916,1,Yes,4,4,2,2,3,9,0,319,
Dan Underwood,39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1322,1,Male,3,Manufacturing Director,3,Single,4534,0,No,3,1,0,6,3,8,1,531,
Lori Hensley,31,No,Non-Travel,Sales,2,4,Life Sciences,1324,4,Female,3,Sales Executive,3,Divorced,9852,1,Yes,3,1,1,5,2,10,9,158,
Joseph Nelson,41,No,Non-Travel,Sales,10,2,Medical,1329,3,Male,1,Sales Executive,2,Single,6151,1,No,3,1,0,4,3,19,11,298,
Emma Shaw,31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,1331,4,Female,3,Sales Representative,2,Single,2302,1,Yes,3,1,0,2,4,3,2,1824,2024-05-21
Luis Hernandez,44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1333,1,Male,3,Laboratory Technician,1,Married,2362,4,No,3,3,0,4,4,3,1,546,2018-02-22
Steven Rivers,42,No,Non-Travel,Research & Development,2,1,Life Sciences,1334,3,Male,3,Manager,3,Married,17861,0,Yes,3,4,0,3,2,20,2,1595,
Katrina Alvarez,55,No,Travel_Rarely,Research & Development,2,2,Medical,1336,4,Female,1,Manager,3,Married,19187,4,No,3,4,1,5,3,19,9,319,
John Mcgee,56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,1338,4,Male,3,Manager,2,Single,19717,6,No,3,1,0,4,3,7,7,1973,
Dylan Evans,40,No,Non-Travel,Research & Development,16,2,Life Sciences,1340,3,Male,3,Research Scientist,3,Divorced,3544,9,No,3,2,1,0,3,4,0,1786,
Daryl Reed,34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1344,4,Male,3,Healthcare Representative,4,Divorced,8500,0,No,3,4,1,0,2,9,1,1116,
Mark Galvan,40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1346,3,Male,3,Research Scientist,4,Single,4661,1,No,3,3,0,4,3,9,8,259,
Erin Brown,41,No,Travel_Frequently,Sales,1,3,Marketing,1349,3,Female,3,Sales Executive,1,Divorced,4103,0,No,3,4,1,2,3,9,1,23,
Ruben Smith,35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,1350,3,Male,3,Research Scientist,3,Single,4249,1,Yes,3,2,0,3,3,9,1,1288,
Eric Porter,51,No,Travel_Rarely,Human Resources,5,3,Life Sciences,1352,3,Male,3,Manager,2,Divorced,14026,1,Yes,3,2,1,2,3,33,0,734,
Amanda Wright,38,No,Travel_Rarely,Sales,2,2,Life Sciences,1355,2,Female,3,Sales Executive,1,Divorced,6893,3,No,3,4,1,3,3,7,1,1578,
Dawn Cooper,34,No,Travel_Rarely,Sales,15,2,Medical,1356,3,Female,3,Sales Executive,1,Single,6125,1,No,3,4,0,6,4,10,9,1578,
Tony Williams,25,No,Travel_Rarely,Research & Development,19,1,Medical,1358,4,Male,3,Laboratory Technician,4,Married,3669,3,No,3,3,3,6,2,3,1,976,
Felicia Marquez,58,Yes,Travel_Rarely,Research & Development,7,4,Medical,1360,3,Female,2,Manufacturing Director,1,Married,10008,7,Yes,3,4,0,0,2,10,5,582,2021-06-17
Alan Garcia,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1361,2,Male,3,Laboratory Technician,2,Married,2387,3,No,4,3,1,3,3,4,0,376,
Amber Aguilar,36,No,Travel_Frequently,Sales,7,3,Marketing,1362,1,Female,4,Sales Executive,1,Married,4639,2,No,3,4,1,2,2,15,6,298,
Dillon Graves,48,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1363,4,Male,3,Manufacturing Director,4,Single,7898,1,No,3,3,0,2,3,10,0,505,
Patricia Friedman,27,No,Travel_Rarely,Sales,11,3,Medical,1364,3,Female,4,Sales Representative,4,Married,2534,8,No,3,2,1,4,3,1,0,1578,
Candice Thomas,51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1367,4,Female,2,Manufacturing Director,2,Single,13142,3,No,3,2,0,1,2,5,0,264,
Teresa Blevins,18,No,Non-Travel,Research & Development,1,3,Life Sciences,1368,4,Female,3,Laboratory Technician,4,Single,1611,1,No,3,3,0,5,4,0,0,2022,
Virginia Hinton,35,No,Travel_Rarely,Research & Development,1,3,Medical,1369,4,Female,2,Laboratory Technician,4,Married,5363,0,No,3,2,1,0,3,9,0,226,
Curtis Wyatt,27,No,Travel_Frequently,Sales,2,1,Life Sciences,1371,4,Male,1,Sales Executive,4,Single,5071,3,No,4,2,0,3,3,6,0,1267,
John Adkins,55,Yes,Travel_Rarely,Sales,13,4,Marketing,1372,1,Male,4,Sales Executive,3,Single,13695,6,Yes,3,3,0,2,2,19,3,1591,2020-01-05
Russell Scott,56,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1373,4,Male,3,Manufacturing Director,2,Married,13402,4,Yes,3,1,1,0,3,19,15,226,
Jennifer Freeman,34,No,Non-Travel,Research & Development,26,1,Technical Degree,1374,1,Female,2,Research Scientist,3,Divorced,2029,1,No,4,3,3,2,3,5,0,1288,
Emily Bartlett,40,No,Travel_Rarely,Research & Development,2,1,Medical,1375,2,Female,4,Healthcare Representative,3,Divorced,6377,5,No,4,2,3,0,3,12,11,1334,
Brandon Sparks,34,No,Travel_Rarely,Research & Development,29,3,Medical,1377,2,Male,3,Laboratory Technician,3,Married,5429,4,No,3,1,2,1,3,8,7,1520,
Carol Alvarez,31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1379,3,Female,2,Sales Representative,4,Single,2785,7,No,3,3,0,3,4,1,0,298,2025-01-05
Alexandra Gray,35,Yes,Travel_Frequently,Sales,18,4,Marketing,1380,4,Female,3,Sales Executive,3,Married,4614,0,Yes,3,3,1,0,2,4,3,473,2023-11-12
Michael Jones,38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1382,4,Male,4,Research Scientist,3,Divorced,2610,1,No,3,4,3,2,3,4,0,336,
Kelly Werner,34,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1383,3,Female,3,Healthcare Representative,4,Single,6687,1,No,3,4,0,2,4,14,4,1900,
Scott Rice,28,No,Travel_Rarely,Sales,26,3,Life Sciences,1387,3,Male,2,Sales Executive,1,Married,4724,1,No,3,3,1,0,3,5,0,1938,
Christian Rodriguez,31,Yes,Travel_Rarely,Research & Development,22,4,Medical,1389,4,Male,3,Manufacturing Director,3,Married,6179,1,Yes,3,4,2,3,2,10,6,549,2023-10-02
Scott Wilson,39,No,Travel_Rarely,Sales,21,4,Life Sciences,1390,1,Male,2,Sales Executive,4,Married,6120,3,Yes,3,4,2,2,4,5,1,327,
Ethan Davis,51,No,Travel_Frequently,Sales,2,3,Marketing,1391,2,Male,3,Sales Executive,2,Married,10596,2,No,3,2,0,5,3,4,3,776,
Ashley Brown,41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,1392,4,Female,3,Research Scientist,4,Divorced,5467,3,Yes,3,1,2,4,2,6,3,264,
Mathew Thomas,37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1394,3,Male,3,Research Scientist,3,Married,2996,7,Yes,3,4,0,2,3,6,1,1256,
Micheal Smith,33,No,Travel_Frequently,Sales,5,1,Life Sciences,1395,2,Male,3,Sales Executive,4,Married,9998,6,No,3,1,0,2,4,5,1,1277,
Alex Luna,32,No,Travel_Rarely,Sales,2,1,Marketing,1396,3,Male,3,Sales Executive,2,Married,4078,0,Yes,3,1,3,3,2,3,1,625,
Joseph Price,39,No,Non-Travel,Research & Development,25,2,Life Sciences,1397,3,Male,3,Healthcare Representative,3,Married,10920,3,No,4,2,1,2,3,6,0,1866,
Daniel Higgins,25,No,Travel_Rarely,Sales,18,1,Life Sciences,1399,1,Male,4,Sales Executive,3,Married,6232,2,No,3,2,0,3,2,3,1,1676,
Lisa King,52,No,Travel_Frequently,Research & Development,28,2,Medical,1401,4,Female,4,Manufacturing Director,3,Married,13247,2,Yes,3,2,1,3,2,5,0,787,
Andrea Long,43,No,Travel_Rarely,Research & Development,6,3,Medical,1402,1,Female,2,Research Scientist,3,Single,4081,1,Yes,3,1,0,3,1,20,1,976,
Andrea Grant,27,No,Travel_Rarely,Sales,10,3,Marketing,1403,4,Female,2,Sales Executive,4,Married,5769,1,Yes,3,4,0,3,3,6,4,1282,
Alyssa Tate,27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,1405,4,Female,3,Research Scientist,3,Single,2394,1,Yes,3,4,0,2,3,8,7,549,2021-11-15
Dean Nelson,26,No,Travel_Rarely,Research & Development,2,1,Medical,1407,1,Male,2,Research Scientist,4,Single,3904,0,No,3,4,0,2,3,4,1,1306,
Danielle Sanders,42,No,Travel_Rarely,Human Resources,10,3,Human Resources,1408,3,Female,3,Manager,1,Married,16799,0,No,3,3,1,5,3,20,0,1352,
Denise Lyons,52,No,Travel_Rarely,Research & Development,8,4,Other,1409,3,Female,3,Laboratory Technician,1,Married,2950,9,No,3,3,0,2,1,5,0,549,
Lindsey Jones,37,No,Travel_Rarely,Research & Development,11,3,Medical,1411,1,Female,3,Laboratory Technician,3,Single,3629,4,No,3,1,0,6,3,3,0,1288,
David Burke,35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,1412,3,Male,3,Manufacturing Director,4,Single,9362,2,No,3,3,0,2,3,2,2,1321,
Mark Lee,25,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1415,1,Male,3,Laboratory Technician,4,Married,3229,4,No,3,2,1,2,2,3,0,199,
Phillip Dunn,26,No,Travel_Rarely,Research & Development,7,3,Other,1417,3,Male,4,Laboratory Technician,1,Single,3578,0,No,3,4,0,2,3,7,0,1321,
Mark Knight,29,No,Travel_Rarely,Human Resources,17,3,Other,1419,2,Male,2,Human Resources,1,Single,7988,1,No,3,1,0,3,2,10,0,148,
Matthew Jackson,49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1420,1,Male,2,Laboratory Technician,1,Single,4284,3,No,4,1,0,2,3,4,1,1786,2023-08-25
Wanda Gray,29,Yes,Travel_Frequently,Research & Development,14,1,Other,1421,3,Female,3,Healthcare Representative,4,Single,7553,0,Yes,3,1,0,1,3,8,7,428,2023-03-17
Jenna Tran,54,No,Travel_Rarely,Research & Development,1,3,Medical,1422,4,Female,3,Research Director,4,Single,17328,6,No,3,4,0,3,2,20,12,1334,
Alicia Hughes,58,No,Travel_Rarely,Research & Development,1,3,Medical,1423,4,Female,3,Research Director,1,Married,19701,3,Yes,4,3,1,3,3,9,1,428,
Travis Gay,55,No,Travel_Rarely,Research & Development,1,4,Medical,1424,2,Male,4,Research Director,4,Divorced,14732,2,No,3,4,2,4,4,7,0,505,
Brittany Bowman,36,No,Travel_Rarely,Sales,3,4,Marketing,1425,1,Female,3,Sales Executive,2,Single,9278,3,Yes,3,4,0,3,3,5,0,327,
Doris Mason,31,Yes,Travel_Frequently,Sales,1,4,Life Sciences,1427,2,Female,1,Sales Representative,3,Single,1359,1,No,3,2,0,3,3,1,0,558,2023-06-21
Katherine Garcia,30,No,Travel_Rarely,Sales,7,4,Marketing,1428,4,Female,3,Sales Executive,1,Divorced,4779,7,No,3,2,2,3,3,3,0,776,
Alexandria Schneider,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1430,1,Female,3,Research Director,2,Single,16422,3,No,3,3,0,3,4,3,1,376,
Larry Barnes,34,No,Travel_Frequently,Research & Development,1,4,Other,1431,4,Male,3,Research Scientist,1,Divorced,2996,5,No,3,3,2,2,3,4,1,1256,
Sierra Berry,31,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1433,1,Female,2,Research Scientist,2,Single,1261,1,No,3,3,0,3,4,1,0,226,2023-02-01
Daniel Haley,27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1434,2,Male,3,Laboratory Technician,1,Married,2099,0,No,3,2,0,3,4,5,1,374,
Joseph Stone,36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1435,1,Male,2,Laboratory Technician,4,Single,5810,1,No,3,3,0,2,2,10,1,32,
Sarah Mooney,36,No,Travel_Rarely,Sales,16,4,Marketing,1436,3,Female,2,Sales Executive,1,Married,5647,4,No,3,1,2,3,2,3,0,1277,
Austin Price,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1438,1,Male,3,Research Scientist,4,Married,3420,7,No,3,3,1,2,2,6,1,976,
Tyler Fox,25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1439,1,Male,2,Sales Representative,1,Married,4400,3,No,3,1,0,2,3,3,2,1578,2025-09-13
Clinton Nichols,37,No,Non-Travel,Research & Development,5,2,Technical Degree,1440,3,Male,4,Laboratory Technician,3,Single,3500,0,No,3,1,0,2,1,6,1,546,
Christine James,56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1441,1,Female,3,Research Scientist,1,Married,2066,2,No,4,4,1,3,4,3,1,153,
Jennifer Stone,47,No,Travel_Rarely,Research & Development,2,4,Medical,1443,1,Female,3,Research Director,3,Married,17169,3,No,3,2,2,2,4,20,5,429,
Heather Hall,24,No,Travel_Rarely,Sales,4,1,Medical,1445,4,Female,3,Sales Executive,3,Married,4162,1,Yes,3,3,2,3,3,5,0,992,
Bernard Meyer,32,No,Travel_Rarely,Sales,7,5,Marketing,1446,4,Male,3,Sales Executive,4,Married,9204,4,No,3,3,1,3,2,4,0,992,
Rebecca Massey,34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1447,4,Female,2,Laboratory Technician,2,Married,3294,5,No,3,1,1,2,2,5,0,1595,
Samuel Bailey,41,No,Travel_Rarely,Research & Development,5,5,Medical,1448,2,Male,4,Research Scientist,3,Married,2127,2,Yes,3,1,0,5,2,4,0,1074,
Damon Munoz,40,No,Non-Travel,Research & Development,9,4,Other,1449,3,Male,3,Laboratory Technician,3,Divorced,3975,3,No,3,3,2,2,4,8,0,226,
James Roberts,31,No,Travel_Rarely,Sales,8,2,Life Sciences,1453,1,Male,3,Sales Executive,4,Divorced,10793,1,No,3,1,1,5,3,13,9,625,
Michael Gonzalez,46,Yes,Travel_Rarely,Sales,9,3,Marketing,1457,1,Male,3,Sales Executive,4,Divorced,10096,4,No,3,1,1,1,4,7,4,851,2019-05-25
Debra Petty,39,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1458,1,Female,2,Laboratory Technician,1,Single,3646,2,Yes,4,2,0,2,4,1,0,1892,2023-08-07
Heather Coffey,31,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,1459,3,Female,4,Manufacturing Director,2,Single,7446,1,No,3,1,0,2,3,10,4,1892,2022-12-16
Gary Jones,45,No,Travel_Rarely,Research & Development,20,3,Medical,1460,2,Male,1,Healthcare Representative,1,Divorced,10851,2,Yes,3,2,1,2,3,7,0,1334,
Stacy Baker,31,No,Travel_Rarely,Human Resources,8,2,Medical,1461,4,Female,4,Human Resources,2,Single,2109,9,No,3,4,0,3,3,3,0,1625,
Robert Mills,31,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1464,2,Male,3,Laboratory Technician,4,Married,3722,6,Yes,3,3,1,2,1,2,2,1516,2023-03-28
Mike Jackson,45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1465,2,Male,3,Manufacturing Director,4,Married,9380,4,Yes,3,4,2,4,4,3,1,1900,
Eric Sherman,48,No,Travel_Rarely,Sales,7,3,Marketing,1466,3,Male,3,Sales Executive,1,Divorced,5486,4,No,3,1,3,3,3,2,2,597,
Stephanie Reed,34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1467,1,Female,3,Human Resources,3,Married,2742,1,No,3,4,0,0,3,2,2,1352,2023-03-23
Joshua Ortiz,40,No,Non-Travel,Research & Development,8,1,Medical,1468,4,Male,2,Research Director,2,Divorced,13757,2,No,3,3,1,5,3,9,4,264,
Christopher Estrada,28,No,Travel_Rarely,Sales,5,3,Medical,1469,4,Male,3,Sales Executive,1,Single,8463,0,No,3,4,0,4,3,5,1,1740,
Jason Fitzgerald,44,No,Non-Travel,Research & Development,5,3,Life Sciences,1471,3,Male,2,Laboratory Technician,3,Single,3162,3,No,3,4,0,5,3,5,0,429,
Adrian Cox,53,No,Travel_Rarely,Research & Development,2,3,Medical,1472,4,Male,4,Research Director,2,Single,16598,4,No,3,2,0,2,2,9,8,1336,
Thomas Ingram,49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1473,1,Male,3,Healthcare Representative,3,Married,6651,2,No,3,2,1,0,2,3,1,336,
Mark Jenkins,40,No,Travel_Rarely,Research & Development,2,3,Medical,1474,3,Male,3,Research Scientist,3,Divorced,2345,2,No,3,3,1,3,4,3,1,531,
Charles Mendez,44,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1475,4,Male,3,Research Scientist,2,Single,3420,1,No,3,3,0,3,2,5,1,2022,
Nicholas Walker,33,No,Travel_Frequently,Sales,7,3,Medical,1477,4,Male,3,Sales Executive,1,Married,4373,0,No,3,1,2,2,3,4,0,473,
